,months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,Contract Years,total_premiums_paid,net_value_of_customer,days_since_policy_binding,policy_bind_date_month,policy_bind_date_day,incident_date_month,incident_date_day,auto_make_encoded,auto_model_encoded,incident_city_encoded,incident_severity_encoded
71,222,41,260845,OH,100/300,2000,1055.53,0,441992,FEMALE,MD,armed-forces,cross-fit,not-in-family,37800,-50300,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,6751 Pine Ridge,7,1,NO,0,2,NO,61290,6810,6810,47670,Honda,Civic,1995,Y,18.5,19527.304999999997,-41762.69500000001,5933,11,11,2,8,6,10,4,2
72,199,41,657045,OH,250/500,1000,895.83,0,452597,FEMALE,Associate,sales,paintball,husband,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,2324 Texas Ridge,10,1,NO,1,2,NO,30100,3010,0,27090,Chevrolet,Malibu,1999,N,16.583333333333332,14855.8475,-15244.1525,7009,12,4,2,11,3,25,0,1
73,215,37,761189,IN,100/300,500,1632.93,0,614417,FEMALE,College,transport-moving,golf,not-in-family,0,-42900,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,7923 Elm Ave,7,3,NO,2,0,YES,57120,9520,4760,42840,Mercedes,C300,2002,N,17.916666666666668,29256.662500000002,-27863.337499999998,4440,12,28,2,23,8,7,5,1
74,192,40,175177,IL,100/300,1000,1405.99,0,472895,FEMALE,Associate,sales,yachting,wife,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Springfield,4755 Best Lane,18,3,YES,1,0,YES,42930,9540,4770,28620,BMW,X6,2005,N,16.0,22495.84,-20434.16,3972,4,15,3,1,2,38,6,1
75,120,35,116700,OH,100/300,1000,1425.54,0,475847,FEMALE,High School,transport-moving,bungie-jumping,other-relative,78300,0,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,5053 Tree Drive,22,3,NO,2,0,NO,51210,11380,5690,34140,Ford,Fusion,2010,N,10.0,14255.4,-36954.6,5095,2,2,1,15,5,16,5,2
76,270,45,166264,OH,500/1000,1000,1038.09,0,476978,FEMALE,College,handlers-cleaners,golf,husband,0,-19700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Springfield,2078 3rd Ave,18,3,NO,1,1,YES,89400,14900,7450,67050,Suburu,Legacy,1998,N,22.5,23357.024999999998,-66042.975,1828,1,12,1,14,11,21,6,1
77,319,47,527945,IN,250/500,500,1307.11,0,600648,MALE,College,transport-moving,dancing,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbrook,2804 Best St,22,3,NO,0,2,Unknown,59730,10860,10860,38010,Audi,A3,2005,N,26.583333333333332,34747.340833333335,-24982.659166666665,8344,4,14,2,17,1,4,4,2
78,194,39,627540,OH,500/1000,1000,1489.24,6000000,608335,FEMALE,JD,other-service,kayaking,wife,0,-45000,Vehicle Theft,Unknown,Minor Damage,None,SC,Springfield,7877 Sky Lane,15,1,YES,2,2,YES,8060,1240,1240,5580,Saab,95,2004,N,16.166666666666668,24076.04666666667,16016.046666666669,1709,5,21,1,24,10,3,6,1
79,227,38,279422,OH,500/1000,500,976.67,0,471600,FEMALE,PhD,handlers-cleaners,polo,unmarried,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,6530 Weaver Ave,16,1,Unknown,1,2,Unknown,72200,14440,7220,50540,BMW,M5,2013,Y,18.916666666666668,18475.340833333332,-53724.659166666665,451,10,27,1,21,2,22,4,0
80,137,31,484200,OH,250/500,2000,1340.43,0,441175,MALE,High School,exec-managerial,paintball,husband,52700,-40600,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Arlington,3087 Oak Hwy,6,3,NO,1,2,NO,50800,10160,10160,30480,Accura,MDX,2005,N,11.416666666666666,15303.2425,-35496.7575,7435,10,12,2,19,0,23,0,1
81,244,40,645258,OH,500/1000,2000,1267.81,5000000,603123,FEMALE,Masters,exec-managerial,video-games,wife,0,0,Vehicle Theft,Unknown,Trivial Damage,None,NC,Northbrook,7098 Lincoln Hwy,10,1,Unknown,2,1,Unknown,6600,660,1320,4620,Accura,TL,2005,N,20.333333333333332,25778.80333333333,19178.80333333333,6392,7,4,1,3,0,33,4,3
82,78,29,694662,IL,250/500,1000,1234.2,6000000,457767,MALE,Masters,other-service,bungie-jumping,other-relative,0,0,Vehicle Theft,Unknown,Minor Damage,Police,NY,Northbrook,5124 Maple St,3,1,YES,2,2,NO,7500,750,1500,5250,Nissan,Maxima,2002,N,6.5,8022.300000000001,522.3000000000011,1444,2,15,1,29,9,26,4,1
83,200,35,960680,IN,250/500,2000,1318.06,0,618498,MALE,High School,exec-managerial,video-games,wife,57300,-80600,Vehicle Theft,Unknown,Trivial Damage,None,VA,Hillsdale,2333 Maple Lane,13,1,NO,0,3,YES,6490,1180,1180,4130,Volkswagen,Jetta,2002,N,16.666666666666668,21967.666666666664,15477.666666666664,7456,8,21,1,19,13,20,2,3
84,284,48,498140,IN,500/1000,2000,769.95,0,605486,MALE,Masters,prof-specialty,movies,not-in-family,0,-44200,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1012 5th Lane,16,2,Unknown,2,3,NO,60940,5540,11080,44320,Audi,A3,2013,Y,23.666666666666668,18222.15,-42717.85,6458,5,15,1,19,1,4,2,0
85,275,41,498875,OH,100/300,2000,1514.72,0,617970,MALE,High School,transport-moving,board-games,own-child,35700,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,7477 MLK Drive,13,3,YES,0,1,Unknown,58300,5830,11660,40810,Suburu,Legacy,2007,N,22.916666666666668,34712.333333333336,-23587.666666666664,6673,10,26,2,2,11,21,4,0
86,153,34,798177,IL,500/1000,1000,873.64,4000000,432934,FEMALE,Associate,priv-house-serv,yachting,husband,800,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Columbus,9489 3rd St,9,3,NO,2,1,Unknown,68400,11400,11400,45600,Ford,F150,2007,N,12.75,11138.91,-57261.09,3254,3,4,1,30,5,14,1,1
87,134,32,614763,IL,500/1000,500,1612.43,0,456762,FEMALE,MD,other-service,yachting,own-child,36400,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Springfield,2087 Apache Ave,2,1,Unknown,2,1,YES,64240,11680,11680,40880,BMW,3 Series,2015,N,11.166666666666666,18005.468333333334,-46234.53166666666,8772,1,2,1,8,2,0,6,2
88,31,36,679370,IL,500/1000,2000,1318.24,9000000,601748,FEMALE,College,prof-specialty,kayaking,not-in-family,0,-78600,Parked Car,Unknown,Trivial Damage,None,WV,Arlington,5540 Sky St,9,1,NO,0,1,YES,4700,940,470,3290,Dodge,Neon,2002,N,2.5833333333333335,3405.4533333333334,-1294.5466666666666,5647,8,15,1,30,4,27,0,3
89,41,25,958857,IN,100/300,1000,1226.83,0,607763,FEMALE,College,exec-managerial,exercise,not-in-family,0,-56100,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Columbus,7238 2nd St,12,3,YES,2,0,Unknown,45120,0,5640,39480,Accura,MDX,2011,Y,3.4166666666666665,4191.669166666667,-40928.33083333333,8393,1,15,1,7,0,23,1,0
90,127,29,686816,OH,250/500,2000,1326.44,5000000,436973,FEMALE,High School,sales,board-games,own-child,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Arlington,8442 Britain Hwy,12,2,YES,1,1,Unknown,66950,10300,10300,46350,Saab,93,1995,N,10.583333333333334,14038.156666666668,-52911.84333333333,5558,12,7,2,24,10,2,0,2
91,61,23,127754,IL,250/500,2000,1136.83,4000000,471300,FEMALE,Associate,tech-support,exercise,own-child,0,-62400,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,Columbus,1331 Britain Hwy,14,1,NO,0,3,Unknown,98340,8940,17880,71520,Honda,Accord,2004,Y,5.083333333333333,5778.885833333333,-92561.11416666667,7911,6,6,2,2,6,6,1,0
92,207,42,918629,IL,250/500,2000,1322.78,0,453277,MALE,PhD,farming-fishing,yachting,own-child,55200,0,Parked Car,Unknown,Trivial Damage,None,WV,Springfield,5260 Francis Drive,9,1,NO,0,1,NO,5900,590,590,4720,BMW,X5,2007,N,17.25,22817.955,16917.955,5261,10,3,2,28,2,37,6,3
93,219,43,731450,IN,100/300,1000,1483.25,0,465100,FEMALE,MD,exec-managerial,exercise,not-in-family,90700,-20800,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Riverwood,1135 Solo Lane,3,3,NO,1,1,Unknown,70680,5890,11780,53010,Ford,Fusion,2009,N,18.25,27069.3125,-43610.6875,1503,12,29,2,9,5,16,5,0
94,271,42,307447,IL,100/300,500,1515.3,0,603248,FEMALE,High School,machine-op-inspct,hiking,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Northbend,9737 Solo Hwy,21,3,NO,1,0,NO,93720,17040,8520,68160,Mercedes,ML350,2005,N,22.583333333333332,34220.524999999994,-59499.475000000006,9074,3,17,1,19,8,24,3,2
95,80,25,992145,IL,100/300,2000,1075.18,5000000,601112,FEMALE,PhD,armed-forces,exercise,husband,67700,-58400,Vehicle Theft,Unknown,Minor Damage,None,OH,Northbrook,3289 Britain Drive,5,1,NO,2,0,YES,6930,1260,630,5040,Toyota,Highlander,2001,N,6.666666666666667,7167.866666666668,237.8666666666677,1087,3,1,2,21,12,18,4,1
96,325,47,900628,IN,500/1000,1000,1690.27,0,438830,FEMALE,Associate,protective-serv,hiking,not-in-family,61500,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Springfield,6550 Andromedia St,11,1,YES,0,3,NO,72930,6630,6630,59670,Dodge,RAM,2006,Y,27.083333333333332,45778.14583333333,-27151.85416666667,3265,2,5,1,14,4,30,6,0
97,29,25,235220,IL,250/500,2000,1352.83,0,464959,MALE,Masters,farming-fishing,skydiving,own-child,0,-71700,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,1679 2nd Hwy,4,4,YES,1,2,YES,64890,7210,7210,50470,Nissan,Pathfinder,2013,Y,2.4166666666666665,3269.3391666666666,-61620.660833333335,82,11,1,1,22,9,29,2,1
98,295,48,740019,OH,250/500,1000,1148.73,0,439787,FEMALE,College,machine-op-inspct,kayaking,wife,0,0,Parked Car,Unknown,Trivial Damage,None,WV,Columbus,3998 Flute St,6,1,Unknown,1,2,YES,5400,900,900,3600,Saab,95,1999,N,24.583333333333332,28239.612500000003,22839.612500000003,2076,6,17,2,22,10,3,1,3
99,239,42,246882,IL,100/300,1000,969.5,0,464839,MALE,College,exec-managerial,reading,not-in-family,0,0,Vehicle Theft,Unknown,Trivial Damage,None,NC,Northbrook,2430 MLK Ave,10,1,NO,0,0,Unknown,5600,700,700,4200,Audi,A3,2007,N,19.916666666666668,19309.208333333336,13709.208333333336,5607,9,20,1,26,1,4,4,3
100,269,41,797613,IN,100/300,500,1463.82,0,448984,FEMALE,College,protective-serv,yachting,not-in-family,0,-72300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,7717 Britain Hwy,23,1,YES,0,0,Unknown,79300,15860,15860,47580,Saab,92x,2007,N,22.416666666666668,32813.965,-46486.035,8863,10,19,1,24,10,1,3,1
101,80,27,193442,IL,100/300,1000,1474.17,0,440327,FEMALE,College,tech-support,exercise,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,7773 Tree Hwy,13,1,YES,1,0,YES,52800,10560,5280,36960,Saab,95,2004,N,6.666666666666667,9827.800000000001,-42972.2,6772,8,5,2,19,10,3,3,0
102,279,41,389238,IL,250/500,500,1497.35,0,460742,FEMALE,JD,prof-specialty,bungie-jumping,husband,37300,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,2199 Texas Drive,16,3,Unknown,2,3,NO,28800,0,3600,25200,Ford,Fusion,2013,N,23.25,34813.3875,6013.387499999997,4985,6,6,1,29,5,16,4,1
103,165,33,760179,OH,100/300,1000,1427.14,0,446895,FEMALE,Associate,tech-support,kayaking,other-relative,35300,-58100,Parked Car,Unknown,Minor Damage,Police,WV,Northbend,1028 Sky Lane,3,1,NO,1,1,NO,2970,330,330,2310,Toyota,Highlander,2008,N,13.75,19623.175000000003,16653.175000000003,2884,3,25,2,15,12,18,3,1
104,350,54,939905,OH,500/1000,500,1495.1,0,609374,MALE,College,other-service,basketball,wife,50500,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,4154 Lincoln Hwy,15,3,NO,0,0,Unknown,93480,15580,7790,70110,Chevrolet,Malibu,2014,N,29.166666666666668,43607.08333333333,-49872.91666666667,469,10,31,2,12,3,25,3,2
105,295,49,872814,IL,100/300,500,1141.62,0,451672,MALE,College,prof-specialty,kayaking,husband,34300,-24300,Vehicle Theft,Unknown,Minor Damage,None,WV,Columbus,8085 Andromedia St,4,1,YES,1,3,YES,4320,480,480,3360,Mercedes,E400,2002,N,24.583333333333332,28064.824999999997,23744.824999999997,8237,6,13,1,1,8,12,1,1
106,464,61,632627,OH,500/1000,1000,1125.37,0,604450,FEMALE,Associate,prof-specialty,basketball,husband,0,-56400,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,4793 4th Ridge,6,3,Unknown,0,2,YES,79800,6650,19950,53200,Saab,95,2000,Y,38.666666666666664,43514.306666666664,-36285.693333333336,8864,10,7,1,13,10,3,3,0
107,118,28,283414,IN,500/1000,2000,1207.36,0,432896,FEMALE,High School,handlers-cleaners,camping,own-child,0,-57000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,7428 Sky Hwy,22,2,NO,1,0,Unknown,74200,7420,14840,51940,Volkswagen,Passat,1997,N,9.833333333333334,11872.373333333333,-62327.62666666666,8464,12,28,3,1,13,28,1,0
108,298,47,163161,IL,500/1000,2000,1338.5,0,618929,FEMALE,PhD,machine-op-inspct,basketball,other-relative,28800,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,2306 5th Lane,1,1,Unknown,0,0,Unknown,70590,10860,10860,48870,Saab,93,2000,Y,24.833333333333332,33239.41666666667,-37350.58333333333,5927,11,11,2,2,10,2,4,0
109,87,31,853360,IN,500/1000,1000,1074.07,0,451312,FEMALE,Masters,sales,chess,husband,0,-47500,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,3052 Weaver Ridge,16,3,NO,0,3,YES,60940,5540,11080,44320,Nissan,Ultima,2006,Y,7.25,7787.0075,-53152.9925,2041,6,26,1,27,9,35,6,0
110,261,42,776860,OH,250/500,500,1337.56,0,605141,FEMALE,College,prof-specialty,video-games,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,5211 Weaver Drive,18,1,Unknown,1,2,YES,74700,7470,14940,52290,Dodge,RAM,2010,N,21.75,29091.929999999997,-45608.07000000001,2192,1,11,1,12,4,30,5,1
111,453,60,149367,IN,100/300,500,1298.91,6000000,459504,MALE,PhD,craft-repair,dancing,unmarried,52600,-38800,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,7253 MLK St,0,1,YES,0,0,Unknown,70000,14000,7000,49000,Ford,F150,2015,Y,37.75,49033.8525,-20966.1475,4312,3,18,1,6,5,14,6,0
112,210,41,395269,IL,500/1000,500,1222.75,0,432781,MALE,High School,exec-managerial,polo,other-relative,0,-41000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Columbus,1454 5th Ridge,12,3,Unknown,2,0,NO,81070,14740,14740,51590,BMW,X5,2001,N,17.5,21398.125,-59671.875,819,11,2,1,30,2,37,1,2
113,168,32,981123,IN,100/300,1000,1059.52,0,452748,MALE,MD,protective-serv,camping,own-child,0,-40600,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,5622 Best Ridge,13,2,Unknown,1,1,Unknown,57720,14430,9620,33670,Saab,93,2007,N,14.0,14833.28,-42886.72,5414,5,4,3,1,10,2,2,0
114,390,51,143626,OH,250/500,2000,1124.38,0,618316,MALE,Associate,armed-forces,reading,other-relative,0,0,Vehicle Theft,Unknown,Minor Damage,None,VA,Northbrook,4574 Britain Hwy,9,1,YES,1,1,YES,7080,1180,1180,4720,Ford,F150,2001,N,32.5,36542.35,29462.35,5627,9,29,2,24,5,14,4,1
115,258,46,648397,IN,100/300,1000,1110.37,10000000,455365,MALE,MD,machine-op-inspct,hiking,other-relative,34400,-56800,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,4539 Texas St,14,3,NO,0,1,Unknown,47700,4770,9540,33390,Accura,MDX,1997,Y,21.5,23872.954999999998,-23827.045000000002,5800,3,9,1,24,0,23,5,2
116,107,31,154982,IL,500/1000,2000,1374.22,0,470603,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,62000,-63100,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,8118 Elm Ridge,16,1,NO,0,3,NO,51260,9320,9320,32620,Suburu,Legacy,2002,N,8.916666666666666,12253.461666666666,-39006.53833333333,8779,2,13,2,26,11,21,2,1
117,225,41,330591,OH,500/1000,2000,1103.58,0,475292,MALE,High School,exec-managerial,exercise,unmarried,41200,-36200,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,3814 Britain Drive,20,3,Unknown,2,2,NO,70400,6400,12800,51200,Toyota,Highlander,2011,Y,18.75,20692.124999999996,-49707.875,7837,8,5,1,19,12,18,3,0
118,164,38,319232,IL,250/500,2000,1269.76,0,467743,FEMALE,PhD,transport-moving,yachting,not-in-family,44300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4614 MLK Ave,4,1,NO,1,3,YES,90000,18000,9000,63000,Ford,Fusion,2015,N,13.666666666666666,17353.386666666665,-72646.61333333334,6287,10,31,1,17,5,16,2,1
119,245,39,531640,OH,250/500,500,964.79,8000000,460675,FEMALE,Associate,adm-clerical,camping,husband,58000,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1628 Best Drive,7,3,Unknown,0,1,Unknown,72820,13240,6620,52960,BMW,3 Series,2010,N,20.416666666666668,19697.79583333333,-53122.20416666667,5053,4,21,2,20,2,0,0,1
120,255,41,368050,IL,500/1000,2000,1167.3,4000000,618123,MALE,High School,priv-house-serv,board-games,other-relative,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,8381 Solo Hwy,22,1,NO,2,0,Unknown,69300,13860,13860,41580,Volkswagen,Passat,2000,N,21.25,24805.124999999996,-44494.875,775,1,8,2,22,13,28,2,1
121,206,36,253791,IL,500/1000,500,1625.45,4000000,607452,FEMALE,MD,other-service,video-games,other-relative,0,-53700,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,2100 MLK St,11,1,NO,2,1,NO,76560,12760,12760,51040,Ford,Fusion,2008,Y,17.166666666666668,27903.558333333334,-48656.441666666666,2010,7,23,1,23,5,16,4,0
122,203,38,155724,IL,250/500,500,1394.43,0,606352,FEMALE,Masters,other-service,skydiving,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,5071 Flute Ridge,7,1,Unknown,0,1,YES,55440,0,6160,49280,Nissan,Maxima,1999,Y,16.916666666666668,23589.107500000002,-31850.892499999998,6189,2,20,1,31,9,26,1,0
123,22,25,824540,OH,250/500,2000,1053.24,0,603527,FEMALE,College,prof-specialty,movies,other-relative,51100,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,7551 Britain Lane,0,4,YES,1,0,NO,77130,8570,17140,51420,Accura,MDX,1995,N,1.8333333333333333,1930.9399999999998,-75199.06,2489,3,13,1,5,0,23,0,2
124,211,35,717392,IL,100/300,500,1040.75,0,445601,FEMALE,JD,prof-specialty,paintball,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,2275 Best Lane,1,1,YES,1,1,Unknown,42000,7000,7000,28000,BMW,X5,2011,N,17.583333333333332,18299.854166666668,-23700.145833333332,6741,8,20,2,3,2,37,3,2
125,206,39,965768,IN,250/500,1000,1302.4,6000000,603948,MALE,JD,craft-repair,dancing,unmarried,47200,-69700,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,1598 3rd Drive,12,3,NO,2,3,YES,36300,3300,9900,23100,Ford,Escape,2013,N,17.166666666666668,22357.86666666667,-13942.133333333331,205,7,27,2,17,5,13,2,2
126,166,38,414779,IL,100/300,2000,1588.55,0,435758,MALE,MD,protective-serv,video-games,unmarried,59600,-32100,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,7740 MLK St,8,1,NO,0,0,Unknown,40320,5760,5760,28800,Suburu,Impreza,2001,N,13.833333333333334,21974.941666666666,-18345.058333333334,8096,11,9,1,9,11,19,1,2
127,165,32,428230,IN,500/1000,500,1399.26,0,611586,FEMALE,High School,tech-support,exercise,own-child,70500,0,Parked Car,Unknown,Minor Damage,Police,PA,Northbrook,1240 Tree Lane,9,1,Unknown,2,0,Unknown,3960,330,660,2970,BMW,M5,1998,N,13.75,19239.825,15279.825,979,6,4,2,8,2,22,4,1
128,274,43,517240,OH,100/300,2000,1352.31,0,465263,MALE,College,farming-fishing,basketball,wife,40700,-47300,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,8983 Francis Ridge,22,1,YES,0,3,YES,63840,10640,10640,42560,BMW,X5,2006,Y,22.833333333333332,30877.745,-32962.255000000005,5017,5,13,2,6,2,37,3,0
129,81,28,469874,IL,250/500,1000,1139.0,6000000,617858,FEMALE,Masters,sales,sleeping,husband,42400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,7756 Solo Drive,0,3,Unknown,1,2,Unknown,44730,4970,4970,34790,Saab,92x,2000,Y,6.75,7688.25,-37041.75,1215,9,17,1,14,10,1,3,0
130,280,45,718428,IN,250/500,1000,1397.67,0,607889,MALE,JD,machine-op-inspct,camping,wife,57900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,9034 Weaver Ridge,0,3,YES,1,2,NO,84720,14120,14120,56480,Ford,Escape,1999,N,23.333333333333332,32612.300000000003,-52107.7,1287,7,15,1,22,5,13,0,1
131,194,39,620215,IN,250/500,500,823.17,0,455689,MALE,Masters,adm-clerical,paintball,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,1126 Texas Hwy,3,3,Unknown,2,2,NO,61500,6150,12300,43050,Dodge,RAM,2012,N,16.166666666666668,13307.914999999999,-48192.085,3498,7,27,2,23,4,30,1,0
132,112,27,618659,OH,100/300,500,965.13,0,450341,FEMALE,Masters,tech-support,exercise,unmarried,60000,-54800,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,2808 Elm St,21,3,Unknown,0,1,Unknown,51000,8500,8500,34000,Nissan,Pathfinder,2013,N,9.333333333333334,9007.88,-41992.12,3414,10,18,2,22,9,29,0,0
133,24,33,649082,IL,500/1000,1000,1922.84,0,431277,FEMALE,High School,machine-op-inspct,skydiving,wife,0,-45200,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,5061 Francis Ave,0,1,Unknown,2,1,NO,46800,4680,9360,32760,Jeep,Wrangler,2002,N,2.0,3845.6799999999994,-42954.32,6945,1,19,1,24,7,36,3,2
134,93,32,437573,OH,250/500,2000,1624.82,0,454656,MALE,PhD,exec-managerial,basketball,unmarried,65300,-65600,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,4965 MLK Drive,16,1,Unknown,1,1,Unknown,78120,17360,8680,52080,BMW,3 Series,2006,N,7.75,12592.355,-65527.645000000004,3420,9,29,2,9,2,0,3,1
135,171,34,964657,IN,250/500,2000,1277.25,0,605169,FEMALE,College,exec-managerial,yachting,other-relative,84900,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,8668 Flute St,14,1,NO,1,2,Unknown,69200,13840,6920,48440,Volkswagen,Passat,1996,Y,14.25,18200.8125,-50999.1875,6544,2,18,1,19,13,28,6,0
136,200,40,932502,IL,100/300,1000,1439.34,0,444822,FEMALE,High School,sales,exercise,other-relative,45300,-20400,Vehicle Theft,Unknown,Minor Damage,Police,VA,Riverwood,2577 Washington Drive,9,1,Unknown,0,0,NO,3690,410,410,2870,Ford,Escape,2015,N,16.666666666666668,23989.0,20299.0,1696,5,11,1,1,5,13,5,1
137,120,28,434507,IL,250/500,1000,1281.27,0,447442,FEMALE,PhD,tech-support,golf,not-in-family,68900,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,7709 Rock Lane,9,3,NO,0,3,Unknown,65500,6550,6550,52400,BMW,X5,2010,N,10.0,12812.699999999999,-52687.3,2161,2,6,1,7,2,37,6,1
