,months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,days_since_policy_binding,fraud_satus,Contract Years,total_premiums_paid,net_value_of_customer,policy_bind_date_month,policy_bind_date_day,incident_date_month,incident_date_day,auto_make_encoded,auto_model_encoded,incident_city_encoded,incident_severity_encoded
101,80,27,193442,0,0,1000,1474.17,0,440327,0,1,12,8,4,0,0,2,2,0,3,6,3,764,13,1,2,1,0,2,52800,10560,5280,36960,10,3,2004,0,6772,1,6.666666666666667,9827.800000000001,-42972.2,8,5,2,19,10,3,3,0
102,279,41,389238,0,1,500,1497.35,0,460742,0,3,9,3,0,37300,-31700,0,0,1,1,0,4,129,16,3,1,2,3,0,28800,0,3600,25200,5,16,2013,0,4985,1,23.25,34813.3875,6013.387499999997,6,6,1,29,5,16,4,1
103,165,33,760179,2,0,1000,1427.14,0,446895,0,0,12,11,2,35300,-58100,1,3,1,3,6,3,1,3,1,0,1,1,0,2970,330,330,2310,12,18,2008,0,2884,1,13.75,19623.175000000003,16653.175000000003,3,25,2,15,12,18,3,1
104,350,54,939905,2,2,500,1495.1,0,609374,1,1,7,1,5,50500,0,0,2,2,3,4,3,352,15,3,0,0,0,1,93480,15580,7790,70110,3,25,2014,0,469,1,29.166666666666668,43607.08333333333,-49872.91666666667,10,31,2,12,3,25,3,2
105,295,49,872814,0,0,500,1141.62,0,451672,1,1,9,11,0,34300,-24300,3,3,1,4,6,1,799,4,1,2,1,3,2,4320,480,480,3360,8,12,2002,0,8237,1,24.583333333333332,28064.824999999997,23744.824999999997,6,13,1,1,8,12,1,1
106,464,61,632627,2,2,1000,1125.37,0,604450,0,0,9,1,0,0,-56400,0,1,0,3,5,3,422,6,3,1,0,2,2,79800,6650,19950,53200,10,3,2000,1,8864,0,38.666666666666664,43514.306666666664,-36285.693333333336,10,7,1,13,10,3,3,0
107,118,28,283414,1,2,2000,1207.36,0,432896,0,2,5,4,3,0,-57000,0,0,0,0,6,1,714,22,2,0,1,0,1,74200,7420,14840,51940,13,28,1997,0,8464,1,9.833333333333334,11872.373333333333,-62327.62666666666,12,28,3,1,13,28,1,0
108,298,47,163161,0,2,2000,1338.5,0,618929,0,6,6,1,2,28800,0,2,0,0,1,1,4,145,1,1,1,0,0,1,70590,10860,10860,48870,10,2,2000,1,5927,0,24.833333333333332,33239.41666666667,-37350.58333333333,11,11,2,2,10,2,4,0
109,87,31,853360,1,2,1000,1074.07,0,451312,0,5,11,5,0,0,-47500,0,1,0,1,1,6,221,16,3,0,0,3,2,60940,5540,11080,44320,9,35,2006,1,2041,0,7.25,7787.0075,-53152.9925,6,26,1,27,9,35,6,0
110,261,42,776860,2,1,500,1337.56,0,605141,0,1,9,18,4,0,0,2,1,1,3,4,5,469,18,1,1,1,2,2,74700,7470,14940,52290,4,30,2010,0,2192,1,21.75,29091.929999999997,-45608.07000000001,1,11,1,12,4,30,5,1
111,453,60,149367,1,0,500,1298.91,6000000,459504,1,6,2,7,4,52600,-38800,2,0,0,1,0,6,700,0,1,2,0,0,1,70000,14000,7000,49000,5,14,2015,1,4312,0,37.75,49033.8525,-20966.1475,3,18,1,6,5,14,6,0
112,210,41,395269,0,2,500,1222.75,0,432781,1,2,3,14,2,0,-41000,0,1,2,2,6,1,46,12,3,1,2,0,0,81070,14740,14740,51590,2,37,2001,0,819,1,17.5,21398.125,-59671.875,11,2,1,30,2,37,1,2
113,168,32,981123,1,0,1000,1059.52,0,452748,1,4,10,4,3,0,-40600,0,2,0,2,5,2,510,13,2,1,1,1,1,57720,14430,9620,33670,10,2,2007,0,5414,1,14.0,14833.28,-42886.72,5,4,3,1,10,2,2,0
114,390,51,143626,2,1,2000,1124.38,0,618316,1,0,1,15,2,0,0,3,3,1,4,5,4,397,9,1,2,1,1,2,7080,1180,1180,4720,5,14,2001,0,5627,1,32.5,36542.35,29462.35,9,29,2,24,5,14,4,1
115,258,46,648397,1,0,1000,1110.37,10000000,455365,1,4,6,10,2,34400,-56800,0,2,2,2,1,5,391,14,3,0,0,1,1,47700,4770,9540,33390,0,23,1997,1,5800,0,21.5,23872.954999999998,-23827.045000000002,3,9,1,24,0,23,5,2
116,107,31,154982,0,2,2000,1374.22,0,470603,0,6,6,3,2,62000,-63100,2,1,1,3,4,2,804,16,1,0,0,3,0,51260,9320,9320,32620,11,21,2002,0,8779,1,8.916666666666666,12253.461666666666,-39006.53833333333,2,13,2,26,11,21,2,1
117,225,41,330591,2,2,2000,1103.58,0,475292,1,2,3,8,4,41200,-36200,0,2,0,3,1,3,314,20,3,1,2,2,0,70400,6400,12800,51200,12,18,2011,1,7837,0,18.75,20692.124999999996,-49707.875,8,5,1,19,12,18,3,0
118,164,38,319232,0,1,2000,1269.76,0,467743,0,6,13,19,1,44300,0,2,1,1,1,1,2,400,4,1,0,1,3,2,90000,18000,9000,63000,5,16,2015,0,6287,1,13.666666666666666,17353.386666666665,-72646.61333333334,10,31,1,17,5,16,2,1
119,245,39,531640,2,1,500,964.79,8000000,460675,0,0,0,4,0,58000,0,0,1,1,3,1,0,71,7,3,1,0,1,1,72820,13240,6620,52960,2,0,2010,0,5053,1,20.416666666666668,19697.79583333333,-53122.20416666667,4,21,2,20,2,0,0,1
120,255,41,368050,0,2,2000,1167.3,4000000,618123,1,2,8,2,2,0,0,2,2,1,1,4,2,825,22,1,0,2,0,1,69300,13860,13860,41580,13,28,2000,0,775,1,21.25,24805.124999999996,-44494.875,1,8,2,22,13,28,2,1
121,206,36,253791,0,2,500,1625.45,4000000,607452,0,4,7,18,2,0,-53700,2,0,0,0,1,4,124,11,1,0,2,1,0,76560,12760,12760,51040,5,16,2008,1,2010,0,17.166666666666668,27903.558333333334,-48656.441666666666,7,23,1,23,5,16,4,0
122,203,38,155724,0,1,500,1394.43,0,606352,0,5,7,16,1,0,0,2,0,0,0,5,1,458,7,1,1,0,1,2,55440,0,6160,49280,9,26,1999,1,6189,0,16.916666666666668,23589.107500000002,-31850.892499999998,2,20,1,31,9,26,1,0
123,22,25,824540,2,1,2000,1053.24,0,603527,0,1,9,12,2,51100,0,0,0,2,2,0,0,733,0,4,2,1,0,0,77130,8570,17140,51420,0,23,1995,0,2489,1,1.8333333333333333,1930.9399999999998,-75199.06,3,13,1,5,0,23,0,2
124,211,35,717392,0,0,500,1040.75,0,445601,0,3,9,13,1,0,0,2,1,2,0,6,3,138,1,1,2,1,1,1,42000,7000,7000,28000,2,37,2011,0,6741,1,17.583333333333332,18299.854166666668,-23700.145833333332,8,20,2,3,2,37,3,2
125,206,39,965768,1,1,1000,1302.4,6000000,603948,1,3,2,7,4,47200,-69700,0,1,2,0,1,2,67,12,3,0,2,3,2,36300,3300,9900,23100,5,13,2013,0,205,1,17.166666666666668,22357.86666666667,-13942.133333333331,7,27,2,17,5,13,2,2
126,166,38,414779,0,0,2000,1588.55,0,435758,1,4,10,18,4,59600,-32100,2,2,2,2,6,1,760,8,1,0,0,0,1,40320,5760,5760,28800,11,19,2001,0,8096,1,13.833333333333334,21974.941666666666,-18345.058333333334,11,9,1,9,11,19,1,2
127,165,32,428230,1,2,500,1399.26,0,611586,0,2,12,8,3,70500,0,1,3,1,3,3,4,19,9,1,1,2,0,1,3960,330,660,2970,2,22,1998,0,979,1,13.75,19239.825,15279.825,6,4,2,8,2,22,4,1
128,274,43,517240,2,0,2000,1352.31,0,465263,1,1,4,1,5,40700,-47300,2,0,0,1,1,3,892,22,1,2,0,3,2,63840,10640,10640,42560,2,37,2006,1,5017,0,22.833333333333332,30877.745,-32962.255000000005,5,13,2,6,2,37,3,0
129,81,28,469874,0,1,1000,1139.0,6000000,617858,0,5,11,17,0,42400,0,0,0,0,1,4,3,763,0,3,1,1,2,1,44730,4970,4970,34790,10,1,2000,1,1215,0,6.75,7688.25,-37041.75,9,17,1,14,10,1,3,0
130,280,45,718428,1,1,1000,1397.67,0,607889,1,3,6,4,5,57900,0,0,0,1,2,1,0,899,0,3,2,1,2,0,84720,14120,14120,56480,5,13,1999,0,1287,1,23.333333333333332,32612.300000000003,-52107.7,7,15,1,22,5,13,0,1
131,194,39,620215,1,1,500,823.17,0,455689,1,5,0,13,3,0,0,0,0,0,2,6,1,8,3,3,1,2,2,0,61500,6150,12300,43050,4,30,2012,0,3498,1,16.166666666666668,13307.914999999999,-48192.085,7,27,2,23,4,30,1,0
132,112,27,618659,2,0,500,965.13,0,450341,0,5,12,8,4,60000,-54800,0,0,0,0,0,0,192,21,3,1,0,1,1,51000,8500,8500,34000,9,29,2013,0,3414,1,9.333333333333334,9007.88,-41992.12,10,18,2,22,9,29,0,0
133,24,33,649082,0,2,1000,1922.84,0,431277,0,2,6,16,5,0,-45200,2,2,2,3,6,3,456,0,1,1,2,1,0,46800,4680,9360,32760,7,36,2002,0,6945,1,2.0,3845.6799999999994,-42954.32,1,19,1,24,7,36,3,2
134,93,32,437573,2,1,2000,1624.82,0,454656,1,6,3,1,4,65300,-65600,2,2,1,0,6,3,442,16,1,1,1,1,1,78120,17360,8680,52080,2,0,2006,0,3420,1,7.75,12592.355,-65527.645000000004,9,29,2,9,2,0,3,1
135,171,34,964657,1,1,2000,1277.25,0,605169,0,1,3,19,2,84900,0,2,1,0,3,1,6,853,14,1,0,1,2,1,69200,13840,6920,48440,13,28,1996,1,6544,0,14.25,18200.8125,-50999.1875,2,18,1,19,13,28,6,0
136,200,40,932502,0,0,1000,1439.34,0,444822,0,2,11,8,2,45300,-20400,3,3,1,3,5,5,169,9,1,1,0,0,0,3690,410,410,2870,5,13,2015,0,1696,1,16.666666666666668,23989.0,20299.0,5,11,1,1,5,13,5,1
137,120,28,434507,0,1,1000,1281.27,0,447442,0,6,12,9,1,68900,0,0,1,1,1,4,6,756,9,3,0,0,3,1,65500,6550,6550,52400,2,37,2010,0,2161,1,10.0,12812.699999999999,-52687.3,2,6,1,7,2,37,6,1
138,325,46,935277,0,2,500,1348.83,0,474360,0,2,9,1,5,46300,-77500,0,1,1,1,0,6,936,21,3,1,1,2,2,76120,13840,6920,55360,12,9,1999,0,572,1,27.083333333333332,36530.8125,-39589.1875,7,9,2,1,12,9,6,1
139,124,32,756054,0,1,1000,1198.15,0,447925,0,4,7,10,1,0,-43200,0,0,2,2,5,6,797,19,3,0,0,2,2,73560,12260,12260,49040,2,37,1995,0,8295,1,10.333333333333334,12380.883333333335,-61179.11666666667,6,6,2,21,2,37,6,2
140,211,35,682387,2,0,2000,1221.22,0,451586,1,5,6,4,2,76000,0,2,1,2,3,1,3,598,2,1,2,0,1,1,52030,9460,4730,37840,8,12,2008,0,6163,1,17.583333333333332,21473.118333333332,-30556.881666666668,3,8,1,21,8,12,3,2
141,287,41,456604,0,2,2000,968.74,0,477519,1,5,13,18,5,0,-49000,3,3,3,4,4,4,502,9,1,1,2,3,1,5170,470,940,3760,11,15,2001,0,3948,1,23.916666666666668,23169.03166666667,17999.03166666667,3,29,1,19,11,15,4,3
142,122,34,139872,1,1,1000,1220.71,0,603639,1,6,6,18,3,58600,-28700,1,3,1,4,4,3,908,5,1,1,2,1,2,8190,1890,1260,5040,3,32,2013,0,3193,1,10.166666666666666,12410.551666666668,4220.551666666668,6,1,2,27,3,32,3,1
143,22,29,354105,1,1,2000,1238.62,6000000,463993,1,4,3,19,2,0,-56200,2,1,0,0,4,6,841,14,1,1,2,3,1,70800,7080,14160,49560,0,23,2012,1,7556,0,1.8333333333333333,2270.803333333333,-68529.19666666667,6,8,2,14,0,23,6,0
144,106,31,165485,0,2,2000,1320.75,0,441491,0,3,4,18,5,54100,0,0,1,2,3,6,6,586,20,3,1,0,3,2,45630,5070,5070,35490,0,23,2011,0,6198,1,8.833333333333334,11666.625,-33963.375,2,12,2,1,0,23,6,2
145,398,58,515050,2,0,500,990.98,0,469429,0,0,3,6,5,0,-57900,2,0,0,3,0,4,56,18,1,2,2,1,1,99320,7640,15280,76400,0,33,2002,1,5191,0,33.166666666666664,32867.503333333334,-66452.49666666667,11,16,2,2,0,33,4,0
146,214,41,795686,0,2,500,1398.51,4000000,472214,1,5,12,14,1,0,-57100,0,2,0,1,0,3,411,13,3,1,2,0,0,64000,12800,6400,44800,2,38,1996,1,3752,0,17.833333333333332,24940.095,-39059.905,10,24,2,1,2,38,3,0
147,209,38,395983,2,0,500,1355.08,0,614945,0,4,7,9,2,58100,0,2,0,1,1,6,4,131,21,1,1,1,1,1,47300,4730,4730,37840,9,29,2014,0,1898,1,17.416666666666668,23600.976666666666,-23699.023333333334,11,8,1,19,9,29,4,1
148,82,27,119513,0,0,1000,1384.51,0,476727,1,6,0,15,1,13100,-38200,2,1,0,2,4,6,946,14,1,0,2,3,1,71680,8960,8960,53760,13,20,2007,1,6724,0,6.833333333333333,9460.818333333333,-62219.18166666667,9,21,2,18,13,20,6,0
149,193,41,217938,2,1,500,847.03,0,438555,0,3,2,16,1,0,0,2,2,0,2,4,6,489,1,1,1,1,0,2,112320,17280,17280,77760,11,19,2011,1,7147,0,16.083333333333332,13623.065833333332,-98696.93416666667,7,16,2,8,11,19,6,0
150,134,32,203914,2,0,1000,1000.06,0,440961,0,6,4,0,5,0,0,2,2,2,2,1,1,684,17,1,1,1,0,1,82720,7520,15040,60160,1,4,2014,0,4962,1,11.166666666666666,11167.336666666666,-71552.66333333333,6,9,1,9,1,4,1,2
151,288,45,565157,0,0,1000,1046.71,0,616714,1,5,8,14,0,0,0,0,1,0,1,0,2,843,4,3,1,2,1,1,48060,10680,5340,32040,8,7,2009,0,4527,1,24.0,25121.04,-22938.96,10,6,2,27,8,7,2,0
152,104,32,904191,1,1,500,1158.03,0,434247,1,2,3,11,3,31900,-44600,0,1,2,3,1,5,740,23,3,2,1,3,2,63570,9780,9780,44010,13,20,2006,1,6387,0,8.666666666666666,10036.26,-53533.74,7,14,1,8,13,20,5,2
153,431,54,419510,2,0,1000,1372.27,0,436547,0,5,2,13,3,17600,0,0,1,2,1,6,1,42,13,3,0,2,3,1,63240,10540,10540,42160,11,15,1997,0,7363,1,35.916666666666664,49287.364166666666,-13952.635833333334,11,11,1,8,11,15,1,2
154,101,33,575000,2,0,1000,1053.04,7000000,619540,0,5,7,15,3,52000,-44500,0,1,1,0,0,4,509,20,3,0,1,3,1,54240,9040,9040,36160,10,2,2013,1,976,0,8.416666666666666,8863.086666666666,-45376.91333333333,6,23,2,24,10,2,4,1
155,375,50,120485,2,0,1000,1275.39,0,466283,1,0,11,3,2,0,0,2,0,0,3,1,5,806,16,1,2,2,3,0,37280,0,0,37280,1,5,1996,1,2916,0,31.25,39855.93750000001,2575.9375000000073,2,18,2,12,1,5,5,0
156,461,61,781181,2,0,2000,1402.75,0,449557,1,3,3,8,0,0,0,0,1,1,3,1,1,366,10,3,1,2,1,2,72100,7210,14420,50470,7,36,2006,0,3523,1,38.416666666666664,53888.979166666664,-18211.020833333336,6,27,2,18,7,36,1,1
157,428,59,299796,1,1,500,1344.36,7000000,473329,0,3,9,10,2,0,0,1,3,1,4,6,3,593,8,1,1,2,3,0,6500,1300,650,4550,10,1,2013,0,5609,1,35.666666666666664,47948.84,41448.84,9,29,2,6,10,1,3,1
158,45,38,589749,1,0,1000,1197.71,0,470117,1,5,6,12,1,29000,0,0,0,2,0,6,6,304,17,3,1,2,0,1,78240,13040,13040,52160,11,21,2013,0,3198,1,3.75,4491.4125,-73748.5875,5,14,2,14,11,21,6,2
159,136,29,854021,2,0,500,1203.24,0,600702,0,3,13,18,2,62500,-66900,3,3,1,3,1,1,62,9,1,1,2,0,1,6200,1240,620,4340,6,6,1999,0,1743,1,11.333333333333334,13636.72,7436.719999999999,4,29,2,5,6,6,1,1
160,216,36,454086,1,2,1000,1152.4,0,615921,0,0,8,15,4,39600,-82400,1,3,1,3,5,6,76,0,1,2,2,3,1,6160,560,1680,3920,8,12,2014,0,8111,1,18.0,20743.200000000004,14583.200000000004,11,10,1,25,8,12,6,1
161,278,48,139484,1,2,2000,1142.62,7000000,475588,0,4,4,7,1,0,-54000,2,0,2,0,4,4,728,12,1,1,2,0,1,76050,11700,11700,52650,3,32,1997,0,5655,1,23.166666666666668,26470.696666666663,-49579.30333333334,7,24,1,16,3,32,4,2
162,295,48,678849,2,2,1000,1332.07,0,609409,0,4,3,14,4,49700,-59100,0,2,2,0,1,2,88,20,2,0,2,1,2,86060,13240,13240,59580,13,28,2002,0,8376,1,24.583333333333332,32746.720833333333,-53313.27916666667,2,22,1,28,13,28,2,2
163,112,30,346940,2,2,1000,1166.54,0,479852,0,5,9,17,1,47700,-59300,2,0,0,1,4,0,931,3,1,2,2,0,0,107900,10790,21580,75530,4,27,1997,1,4513,0,9.333333333333334,10887.706666666665,-97012.29333333333,9,13,1,21,4,27,0,0
164,122,34,985436,0,1,500,1495.06,0,452249,0,5,9,14,4,38100,-31400,0,1,2,1,3,1,183,18,3,0,2,0,2,99990,18180,18180,63630,8,12,2011,0,4169,1,10.166666666666666,15199.776666666665,-84790.22333333333,8,9,1,7,8,12,1,2
165,108,29,237418,1,2,1000,1337.92,0,441536,0,6,1,3,1,71400,0,0,2,1,0,6,1,750,4,3,0,2,2,2,61380,11160,5580,44640,11,21,2012,0,2638,1,9.0,12041.28,-49338.72,12,4,2,23,11,21,1,1
166,14,28,335780,2,1,2000,1587.96,0,601617,0,0,2,2,4,0,-26900,2,1,0,1,6,5,894,18,1,1,2,1,2,71280,12960,12960,45360,1,5,2012,1,4590,0,1.1666666666666667,1852.6200000000001,-69427.38,7,22,2,14,1,5,5,0
167,298,45,491392,0,2,1000,1362.29,0,442598,1,2,4,19,4,0,-51100,0,0,1,0,1,3,433,18,3,0,0,0,0,64000,12800,6400,44800,10,3,1999,0,8274,1,24.833333333333332,33830.20166666667,-30169.798333333332,7,3,2,27,10,3,3,1
168,276,46,140880,0,1,500,1448.84,0,430987,0,5,6,3,0,0,-50000,1,3,3,3,4,2,767,7,1,1,0,1,0,5940,660,660,4620,12,18,2015,0,3616,1,23.0,33323.32,27383.32,3,29,2,21,12,18,2,3
169,47,37,962591,1,1,2000,1241.97,0,430104,1,2,7,12,1,75400,0,1,3,1,4,1,2,859,18,1,0,1,0,0,6700,670,670,5360,7,36,2011,0,2486,1,3.9166666666666665,4864.3825,-1835.6175000000003,3,16,1,5,7,36,2,1
170,222,42,922565,0,1,500,1124.6,0,612904,1,0,1,10,1,0,0,0,1,1,3,1,0,447,23,3,2,0,0,1,51740,11940,7960,31840,7,36,2006,0,5731,1,18.5,20805.1,-30934.9,5,23,1,30,7,36,0,1
171,119,28,288580,2,1,2000,1079.92,0,430886,1,2,6,10,0,88800,0,2,1,2,0,3,5,730,1,1,1,0,1,2,53600,6700,6700,40200,13,20,2007,1,826,0,9.916666666666666,10709.206666666667,-42890.793333333335,11,22,2,26,13,20,5,2
172,73,29,154280,0,1,1000,1447.78,0,467947,1,1,10,2,5,35100,-59900,0,1,2,2,4,0,854,15,3,2,1,0,1,44910,4990,4990,34930,4,27,2001,0,8016,1,6.083333333333333,8807.328333333333,-36102.67166666667,1,29,1,10,4,27,0,2
173,8,31,425973,1,1,500,1229.16,4000000,604804,0,4,13,11,5,0,-88300,0,0,0,1,3,2,915,2,3,1,0,2,2,48100,11100,7400,29600,13,20,2014,0,4395,1,0.6666666666666666,819.44,-47280.56,2,11,2,23,13,20,2,0
174,294,44,477177,0,0,1000,1226.49,0,460308,0,6,4,11,4,53900,0,3,3,3,4,6,5,548,3,1,0,0,1,0,6100,610,1220,4270,5,16,2002,0,8940,1,24.5,30049.004999999997,23949.004999999997,8,15,2,5,5,16,5,3
175,324,46,648509,1,0,2000,897.89,6000000,618862,1,4,12,2,5,0,-41300,2,1,1,2,3,2,389,13,1,1,1,0,2,79600,15920,15920,47760,7,36,2011,0,1782,1,27.0,24243.030000000002,-55356.97,3,6,1,21,7,36,2,1
176,155,34,914815,1,0,500,1706.79,0,462479,1,5,10,7,2,0,0,2,0,1,0,2,2,966,1,1,0,1,1,2,77040,8560,8560,59920,6,10,1998,0,8868,1,12.916666666666666,22046.0375,-54993.9625,9,27,1,7,6,10,2,1
177,261,45,249048,0,1,1000,1254.18,0,457555,0,6,9,11,2,0,-45100,2,1,1,1,4,1,558,16,1,2,0,1,1,62590,11380,11380,39830,13,20,2003,0,3495,1,21.75,27278.415,-35311.585,6,17,1,11,13,20,1,1
178,245,40,144323,1,2,500,885.08,0,459984,0,5,1,16,2,27000,-58900,2,0,2,2,6,3,347,0,1,2,0,1,0,85150,13100,13100,58950,3,25,1998,0,4893,1,20.416666666666668,18070.383333333335,-67079.61666666667,9,14,2,6,3,25,3,2
179,235,39,651861,0,0,500,1046.58,4000000,434982,1,4,12,8,5,0,-31700,3,3,3,4,1,2,576,1,1,1,2,1,0,4950,450,900,3600,3,32,2010,0,1478,1,19.583333333333332,20495.524999999998,15545.524999999998,1,7,1,24,3,32,2,3
180,53,36,125324,2,2,2000,1712.68,0,614233,1,0,5,1,1,72200,0,0,2,0,1,5,5,343,17,3,1,2,0,2,51100,10220,5110,35770,1,4,2006,0,4176,1,4.416666666666667,7564.336666666666,-43535.66333333333,9,13,2,18,1,4,5,0
181,426,54,398102,0,2,2000,1097.71,0,605258,0,5,0,15,1,29600,-22300,2,2,1,3,4,6,890,13,1,2,2,3,1,100800,16800,16800,67200,4,27,1997,0,6289,1,35.5,38968.705,-61831.295,10,24,1,12,4,27,6,1
182,111,27,514065,1,1,500,1363.77,4000000,604377,0,5,12,8,0,51100,0,2,2,2,3,5,6,976,12,1,2,2,3,0,90970,16540,16540,57890,0,31,2009,0,2204,1,9.25,12614.8725,-78355.1275,1,4,1,17,0,31,6,2
183,86,26,391652,2,0,500,1382.88,7000000,434923,1,3,12,6,2,0,-30300,2,1,1,3,4,3,142,11,1,1,1,1,2,81840,14880,7440,59520,3,25,2011,1,5936,0,7.166666666666667,9910.640000000001,-71929.36,10,12,1,12,3,25,3,1
184,296,46,922167,2,0,1000,1141.35,7000000,476456,1,5,2,17,1,0,0,2,0,0,0,1,3,289,18,1,1,0,2,0,54900,5490,5490,43920,8,7,2013,0,7987,1,24.666666666666668,28153.3,-26746.7,2,23,1,6,8,7,3,0
185,125,35,442795,2,2,500,1054.83,7000000,446788,1,3,12,6,0,0,-51300,2,0,2,1,1,3,842,17,1,2,2,3,0,88660,8060,16120,64480,8,7,2007,1,6807,0,10.416666666666666,10987.812499999998,-77672.1875,7,7,2,25,8,7,3,2
186,177,34,226330,0,0,2000,1057.77,0,477382,0,3,12,3,4,0,-57700,0,0,2,0,0,5,114,22,3,1,1,1,0,18000,2250,2250,13500,1,4,2009,0,754,1,14.75,15602.107499999998,-2397.8925000000017,1,23,2,16,1,4,5,2
187,238,39,134430,1,1,2000,1488.02,0,600275,0,3,10,8,2,0,-39200,3,3,1,3,1,4,490,9,1,2,1,3,2,5500,1100,550,3850,3,34,2010,0,3003,1,19.833333333333332,29512.396666666667,24012.396666666667,12,6,2,25,3,34,4,1
188,81,25,524230,1,0,500,920.3,5000000,461958,0,2,12,10,3,51000,-67900,0,1,0,2,6,2,971,11,3,1,1,0,1,73920,13440,6720,53760,6,10,2003,1,363,0,6.75,6212.025,-67707.975,2,23,2,21,6,10,2,0
189,128,28,438817,2,2,1000,986.53,0,472720,0,2,0,14,2,62700,0,2,1,2,0,5,1,773,11,1,0,0,2,2,101860,18520,18520,64820,6,8,2007,0,2649,1,10.666666666666666,10522.986666666666,-91337.01333333334,11,16,2,16,6,8,1,2
190,449,57,293794,2,1,2000,1440.68,0,442395,1,0,12,12,3,25000,0,1,3,1,4,4,5,96,8,1,2,0,1,2,5390,980,980,3430,13,28,2008,0,5777,1,37.416666666666664,53905.443333333336,48515.443333333336,4,17,2,9,13,28,5,1
191,252,39,868283,1,1,1000,1086.21,0,455340,1,3,4,10,4,68500,-57500,2,2,1,3,4,6,161,18,1,1,1,2,1,50490,5610,5610,39270,9,26,2001,0,3294,1,21.0,22810.41,-27679.59,2,6,2,13,9,26,6,1
192,359,47,828890,2,0,2000,1367.68,0,613247,0,4,5,1,4,0,0,2,0,2,3,4,0,668,13,1,0,0,3,0,55500,5550,11100,38850,8,7,2012,0,7753,1,29.916666666666668,40916.42666666667,-14583.573333333326,10,20,1,11,8,7,0,2
193,19,32,882920,2,2,1000,1215.85,0,454985,1,2,7,10,0,42900,-90200,3,3,1,3,5,2,573,8,1,2,1,1,2,7040,1280,640,5120,9,26,2015,0,3288,1,1.5833333333333333,1925.0958333333333,-5114.904166666667,1,1,1,2,9,26,2,1
194,73,26,918777,0,1,2000,1191.19,4000000,468813,1,4,4,1,1,29300,0,0,1,2,2,5,4,287,9,3,1,0,1,2,40160,5020,0,35140,3,34,2003,0,4332,1,6.083333333333333,7246.405833333333,-32913.59416666667,4,4,2,12,3,34,4,2
195,285,44,212580,0,2,1000,1594.45,0,452747,1,2,5,3,0,0,0,0,2,2,1,0,1,533,17,2,2,2,3,0,55680,6960,6960,41760,10,3,2006,0,215,1,23.75,37868.1875,-17811.8125,7,5,2,5,10,3,1,2
196,196,36,602410,1,1,2000,1463.07,0,615611,1,4,1,16,3,0,0,3,3,3,3,6,6,438,3,1,1,1,1,0,5300,530,530,4240,7,17,2001,1,6948,0,16.333333333333332,23896.81,18596.81,1,16,1,24,7,17,6,3
197,223,43,976971,2,1,500,1734.09,0,451400,0,4,0,4,1,0,0,1,3,3,4,6,0,441,6,1,2,0,3,1,5200,650,650,3900,0,23,2006,0,4651,1,18.583333333333332,32225.172499999997,27025.172499999997,4,19,1,12,0,23,0,3
198,328,48,630226,0,1,500,1411.43,0,464874,1,5,1,3,3,45100,-32800,2,0,0,0,1,5,955,17,1,2,2,1,0,59400,5940,11880,41580,6,10,2014,0,3324,1,27.333333333333332,38579.08666666667,-20820.91333333333,12,10,1,16,6,10,5,0
199,285,43,171254,2,0,2000,1512.58,0,452496,0,1,11,13,2,47600,0,3,3,1,3,4,0,857,7,1,1,1,1,1,2520,280,280,1960,2,0,1997,0,7372,1,23.75,35923.775,33403.775,11,7,1,13,2,0,0,1
200,30,31,247116,0,1,2000,1153.35,0,430714,1,6,2,9,1,0,0,3,3,3,3,1,2,282,9,1,0,2,1,2,5760,960,960,3840,11,19,2011,0,975,1,2.5,2883.375,-2876.625,6,2,2,2,11,19,2,3
201,342,49,505969,2,1,500,1722.95,0,472634,1,6,13,0,1,63100,-13800,2,1,1,1,6,2,571,3,1,1,2,0,2,76700,7670,7670,61360,11,21,2006,0,6171,1,28.5,49104.075000000004,-27595.924999999996,4,7,2,28,11,21,2,1
202,219,39,653864,1,1,2000,1281.07,7000000,608371,0,2,10,2,4,0,0,1,3,3,3,1,6,349,6,1,0,0,2,0,5920,740,740,4440,3,25,2015,0,2825,1,18.25,23379.5275,17459.5275,4,25,1,18,3,25,6,3
203,468,62,586367,0,0,500,1011.92,0,468168,1,6,6,13,5,0,0,0,1,0,1,4,5,270,7,3,2,0,3,1,64350,7150,7150,50050,3,34,2009,0,5343,1,39.0,39464.88,-24885.120000000003,6,30,2,15,3,34,5,0
204,241,39,896890,0,1,2000,1042.26,0,464107,1,3,11,11,0,0,0,0,1,2,0,6,3,555,21,3,0,1,2,1,19080,4240,2120,12720,10,2,1995,0,6815,1,20.083333333333332,20932.055,1852.0550000000003,6,4,1,31,10,2,3,2
